PRISM Time Series Data
Locations: 4
Climate variable: ppt
Spatial resolution: 4km
Period: 2019-07-01 - 2019-12-31
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2020-Mar-08
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Name,Longitude,Latitude,Elevation (m),Date,ppt (mm)
1,-123.0026,44.5192,96,2019-07-01,0.00
1,-123.0026,44.5192,96,2019-07-02,0.00
1,-123.0026,44.5192,96,2019-07-03,0.00
1,-123.0026,44.5192,96,2019-07-04,0.00
1,-123.0026,44.5192,96,2019-07-05,0.00
1,-123.0026,44.5192,96,2019-07-06,0.00
1,-123.0026,44.5192,96,2019-07-07,0.00
1,-123.0026,44.5192,96,2019-07-08,0.00
1,-123.0026,44.5192,96,2019-07-09,0.00
1,-123.0026,44.5192,96,2019-07-10,6.73
1,-123.0026,44.5192,96,2019-07-11,0.38
1,-123.0026,44.5192,96,2019-07-12,0.00
1,-123.0026,44.5192,96,2019-07-13,0.00
1,-123.0026,44.5192,96,2019-07-14,0.00
1,-123.0026,44.5192,96,2019-07-15,0.98
1,-123.0026,44.5192,96,2019-07-16,0.87
1,-123.0026,44.5192,96,2019-07-17,0.00
1,-123.0026,44.5192,96,2019-07-18,1.33
1,-123.0026,44.5192,96,2019-07-19,0.00
1,-123.0026,44.5192,96,2019-07-20,0.00
1,-123.0026,44.5192,96,2019-07-21,0.00
1,-123.0026,44.5192,96,2019-07-22,0.00
1,-123.0026,44.5192,96,2019-07-23,0.00
1,-123.0026,44.5192,96,2019-07-24,0.00
1,-123.0026,44.5192,96,2019-07-25,0.00
1,-123.0026,44.5192,96,2019-07-26,0.00
1,-123.0026,44.5192,96,2019-07-27,0.00
1,-123.0026,44.5192,96,2019-07-28,0.00
1,-123.0026,44.5192,96,2019-07-29,0.00
1,-123.0026,44.5192,96,2019-07-30,0.00
1,-123.0026,44.5192,96,2019-07-31,0.00
1,-123.0026,44.5192,96,2019-08-01,0.00
1,-123.0026,44.5192,96,2019-08-02,0.00
1,-123.0026,44.5192,96,2019-08-03,0.00
1,-123.0026,44.5192,96,2019-08-04,0.00
1,-123.0026,44.5192,96,2019-08-05,0.00
1,-123.0026,44.5192,96,2019-08-06,0.00
1,-123.0026,44.5192,96,2019-08-07,0.00
1,-123.0026,44.5192,96,2019-08-08,0.39
1,-123.0026,44.5192,96,2019-08-09,1.02
1,-123.0026,44.5192,96,2019-08-10,0.29
1,-123.0026,44.5192,96,2019-08-11,0.49
1,-123.0026,44.5192,96,2019-08-12,0.00
1,-123.0026,44.5192,96,2019-08-13,0.00
1,-123.0026,44.5192,96,2019-08-14,0.00
1,-123.0026,44.5192,96,2019-08-15,0.00
1,-123.0026,44.5192,96,2019-08-16,0.00
1,-123.0026,44.5192,96,2019-08-17,0.00
1,-123.0026,44.5192,96,2019-08-18,0.00
1,-123.0026,44.5192,96,2019-08-19,0.00
1,-123.0026,44.5192,96,2019-08-20,0.00
1,-123.0026,44.5192,96,2019-08-21,0.00
1,-123.0026,44.5192,96,2019-08-22,7.41
1,-123.0026,44.5192,96,2019-08-23,0.00
1,-123.0026,44.5192,96,2019-08-24,0.00
1,-123.0026,44.5192,96,2019-08-25,0.00
1,-123.0026,44.5192,96,2019-08-26,0.00
1,-123.0026,44.5192,96,2019-08-27,0.00
1,-123.0026,44.5192,96,2019-08-28,0.00
1,-123.0026,44.5192,96,2019-08-29,0.00
1,-123.0026,44.5192,96,2019-08-30,2.54
